Index File Name,Upper Left Address,Upper Left GIMP X Coordinate,Upper Left GIMP Y Coordinate,Bottom Right Address,Bottom Right GIMP X Coordinate,Bottom Right GIMP Y Coordinate
macomb61Index.pdf,"Bordman Road and Fisher Road, Bruce Township, MI 48065",315.4,2926.1,"Jefferson Avenue and E 9 Mile Road, St Clair Shores, MI 48080 ",1175.8,488.2
