Index File Name,Index File Name,File Identifier,GIMP X Coordinate,GIMP Y Coordinate
macomb61Index.pdf,macomb61Index.pdf,fm-37-66,1337.8,1666.1
macomb61Index.pdf,macomb61Index.pdf,fm-37-67,1339.9,1596.2
